title,sent_id,sentence
Trandumskogen,16,The text on the memorial reads:
Fossò,0,"Fossò is a town and comune in the province of Venice, Veneto, Italy."
Fossò,1,It is west of SP13.
Fossò,2,"The town of Fossò is located in a fertile plain in the territory of the Riviera del Brenta, between Padua and Venice."
Fossò,3,"The name may be derived from the Latin "" Fossadum "", a ditch, with reference probably to a minor line of river Brenta."
Fossò,4,"An old sale contract shows that this town was existing at least since 1073 onwards with the consequent assumption that a church was already built here, though we must wait until 1130 to find the first sure mention of the existence of a chapel dedicated to St. Bartholomew, in a letter of the bishop of Padua."
Fossò,5,In 1761 a new church was dedicated to St. Bartholomew to replace the previous one.
Fossò,6,In 1797 Napoleon Bonaparte arrived in Italy and with the Treaty of Campo Formio the glorious Republic of Venice ends forever.
Fossò,7,"Under the role of the Napoleonic Kingdom of Italy, the municipalities of Fossò and Sandon are created in 1806 and assigned first to the current Province of Padua and then to the current Province of Venice, the year later."
Fossò,8,"After World War II, Fossò had a good economic development, with the consequent urban expansion and substantial growth of the population, so that in 1957 it was necessary to build a new larger church."
Fossò,9,"Nowadays, either the new and the old church, both dedicated to St. Bartholomew, are standing one opposite to the other on the main square of Fossò."
Fossò,10,"The economical development transformed the town, once mostly agricultural, into a purely industrial and commercial place."
Ministry of Tourism (Indonesia),0,"The Ministry of Tourism (Indonesian: Kementerian Pariwisata, formerly Kementerian Pariwisata dan Ekonomi Kreatif) is the ministry in Indonesia concerned with administration of tourism."
Ministry of Tourism (Indonesia),1,"In the 1990s tourism was a directorate, not a ministry."
Ministry of Tourism (Indonesia),2,"When it became a ministry its name was the Department of Tourism, Posts and Telecommunications () which concerned with administration of postal and telecommunication as well."
Ministry of Tourism (Indonesia),3,"The name changes to become Department of Tourism, Art and Culture () on Soeharto's Seventh Development Cabinet after releasing the Posts and Telecommunications responsibility to Department of Transportation."
Ministry of Tourism (Indonesia),4,It becomes the State Ministry of Tourism and Art () and changes to become Department of Tourism and Culture () on Gus Dur's National Unity Cabinet.
Ministry of Tourism (Indonesia),5,It become the State Ministry of Culture and Tourism during Megawati's presidency (Mutual Assistance Cabinet) and change the name again to become Ministry of Culture and Tourism during the first term of Susilo Bambang Yudhoyono's presidency (United Indonesia Cabinet).
Ministry of Tourism (Indonesia),6,It changed into Ministry of Tourism and Creative Economy during the second term (Second United Indonesia Cabinet) of Susilo Bambang Yudhoyono presidency as the cultural responsibilities was transferred into Ministry of Education and Culture.
Ministry of Tourism (Indonesia),7,On 2014 the ministry name changes to become the Ministry of Tourism after President Joko Widodo announce the cabinet line up.
Ministry of Tourism (Indonesia),8,Joko Widodo plan to spin off the Directorate General of Creative Economy into a new separate organisation which will be named Creative Economy Agency (Indonesian: Badan Ekonomi Kreatif).
High Rollers,0,High Rollers is an American television game show that involved contestants trying to win prizes by rolling dice.
High Rollers,1,The format was based on the dice game Shut the Box.
High Rollers,2,"High Rollers debuted on July 1, 1974, as part of NBC's daytime lineup."
High Rollers,3,"In September 1975, an accompanying series was launched in syndication and aired once weekly on local stations."
High Rollers,4,"Both of these series ended in 1976, with the daytime series ending on June 11, 1976."
High Rollers,5,"Alex Trebek, referred to on air as "" the man with the action "", was the host for these series."
High Rollers,6,"On April 24, 1978, NBC brought High Rollers back with Trebek hosting and aired it until June 20, 1980, when it was one of three series cancelled to make room for The David Letterman Show."
High Rollers,7,The series was produced by Heatter - Quigley Productions.
High Rollers,8,"In 1987, Merrill Heatter, working solo since his production partner Bob Quigley's retirement in 1981, teamed with Orion Television and its subsidiary Century Towers Productions to revive High Rollers with Wink Martindale, this time referred to as "" the man with all the action "", as host."
High Rollers,9,"This series premiered in daily syndication on September 14, 1987, and aired new episodes until May 27, 1988."
High Rollers,10,"Reruns aired until September 9, 1988."
Center for Constitutional Rights v. Bush,0,"CCR v. Bush is a legal action by the Center for Constitutional Rights against the George W. Bush administration, challenging the National Security Agency's (NSA's) surveillance of people within the United States, including the interception of CCR emails without first securing a warrant."
Center for Constitutional Rights v. Bush,1,"The lawsuit was filed on January 17, 2006."
Center for Constitutional Rights v. Bush,2,"The Center's lawyers argued that the warrantless wiretap program was: ""... illegal because it lacks judicial approval or statutory authorization, """
Center for Constitutional Rights v. Bush,3,The Center's description of the suit stated:
Center for Constitutional Rights v. Bush,4,"The Center filed for summary judgment on March 9, 2006."
Center for Constitutional Rights v. Bush,5,The Center quoted a letter to the United States Senate from then - Attorney - General Alberto Gonzales:
Center for Constitutional Rights v. Bush,6,"On December 11, 2015 the Center announced that the Appeals Court stands by decision to allow lawsuit against high - level Bush officials for Post-9/11 abuses."
Center for Constitutional Rights v. Bush,7,"The Second Circuit panel roundly rejected the government's national security justification for racial profiling, writing:"
Netherlands Antilles,0,"The Netherlands Antilles (,; Papiamentu: Antia Hulandes) was a constituent country of the Kingdom of the Netherlands."
Netherlands Antilles,1,The country consisted of several island territories located in the Caribbean Sea.
Netherlands Antilles,2,The islands were also informally known as the Dutch Antilles.
Netherlands Antilles,3,"The country came into being in 1954 as the autonomous successor of the Dutch colony of Curaçao and Dependencies, and was dissolved in 2010."
Netherlands Antilles,4,"The former Dutch colony of Surinam, although it was relatively close by on the continent of South America, did not become part of Netherlands Antilles but became a separate autonomous country in 1954."
Netherlands Antilles,5,"All the island territories that belonged to the Netherlands Antilles remain part of the kingdom today, although the legal status of each differs."
Netherlands Antilles,6,"As a group they are still commonly called the Dutch Caribbean, regardless of their legal status."
Neil Humphreys,0,Neil Humphreys (born 5 December 1974) is an author and resident in Singapore.
Neil Humphreys,1,"Brought up in Dagenham, London, England, Humphreys migrated to Singapore in 1996, left for Australia in 2006 and came back to Singapore in 2011."
Neil Humphreys,2,"He worked as a humour columnist, first at TODAY and then The Straits Times and The New Paper."
Neil Humphreys,3,"Humphreys continues to write for newspapers, magazines and websites in Singapore, Malaysia, Japan, Australia, and the UK."
Neil Humphreys,4,"His humour, football and lifestyle columns have appeared in FourFourTwo, Esquire, The New Paper, The Age, The Straits Times and TODAY."
Neil Humphreys,5,Humphreys is currently working on an Abbie Rose and the Magic Suitcase TV series.
Martin Auer,0,Martin Auer is an Austrian writer.
Martin Auer,1,He was born in Vienna in 1951.
Martin Auer,2,"After finishing school, he started but never finished the study of German and History."
Martin Auer,3,"He was an actor, a singer - songwriter, a journalist, and a magician, before he published his first book in 1986."
Martin Auer,4,"Since then, he has published more than 40 titles, about two thirds for children."
Martin Auer,5,"He has been awarded several prizes, among them the Austrian National Prize for Children's Literature in 1994, 1998, and 2000."
Martin Auer,6,"He has been nominated for the Hans Christian Andersen Medal in 1997, and has been made an Honorary Professor in 2005."
Martin Auer,7,"His book, Der seltsame Krieg (The Strange War), is available on the Internet in more than 20 languages."
Martin Auer,8,"In print, it has been published in German (), Korean, Persian (), and Arabic ()."
Martin Auer,9,"Since 2002, Martin Auer has been a regular contributor to New Delhi's Parenting magazine."
Juliet of the Spirits (song),0,""" Juliet of the Spirits "" is a song recorded by The B-52s."
Juliet of the Spirits (song),1,"It is the second single from the band's eighth full - length studio album, Funplex."
Juliet of the Spirits (song),2,"A digital single and remix were released on September 9, 2008."
Juliet of the Spirits (song),3,"The song was inspired by the film Juliet of the Spirits (Italian: Giulietta degli spiriti), a 1965 surrealist drama about an Italian housewife directed by Federico Fellini."
Juliet of the Spirits (song),4,The song's lyrics project themes of sexual liberation and awakening.
Juliet of the Spirits (song),5,"Although the song only features the vocals of female singers Cindy Wilson and Kate Pierson, the band has noted that Fred Schneider was a driving force behind the lyrics."
Juliet of the Spirits (song),6,The music was written by the band's guitarist Keith Strickland.
DARPA Agent Markup Language,0,"The DARPA Agent Markup Language (DAML) was the name of a US funding program at the US Defense Advanced Research Projects Agency (DARPA) started in 1999 by then - Program Manager James Hendler, and later run by Murray Burke, Mark Greaves and Michael Pagels."
DARPA Agent Markup Language,1,The program focused on the creation of machine - readable representations for the Web.
DARPA Agent Markup Language,2,"One of the Investigators working on the program was Tim Berners - Lee and to a great degree through his influence, working with the program managers, the effort worked to create technologies and demonstrations for what is now called the Semantic Web and this in turn led to the growth of Knowledge Graph technology."
DARPA Agent Markup Language,3,"A primary outcome of the DAML program was the DAML language, an agent markup language based on RDF."
DARPA Agent Markup Language,4,This language was then followed by an extension entitled DAML+OIL which included researchers outside of the DARPA program in the design.
DARPA Agent Markup Language,5,The 2002 submission of the DAML+OIL language to the World Wide Web Consortium (W3C) captures the work done by DAML contractors and the EU / U.S.
DARPA Agent Markup Language,6,ad hoc Joint Committee on Markup Languages.
DARPA Agent Markup Language,7,"This submission was the starting point for the language (later called OWL) to be developed by W3C's web ontology working group, WebOnt."
DARPA Agent Markup Language,8,"DAML+OIL was a syntax, layered on RDF and XML, that could be used to describe sets of facts making up an ontology."
DARPA Agent Markup Language,9,"DAML+OIL had its roots in three main languages - DAML, as described above, OIL (Ontology Inference Layer) and SHOE, an earlier US research project."
DARPA Agent Markup Language,10,"A major innovation of the languages was to use RDF and XML for a basis, and to use RDF namespaces to organize and assist with the integration of arbitrarily many different and incompatible ontologies."
DARPA Agent Markup Language,11,"Articulation ontologies can link these competing ontologies through codification of analogous subsets in a neutral point of view, as is done in the Wikipedia."
DARPA Agent Markup Language,12,Current ontology research derived in part from DAML is leading toward the expression of ontologies and rules for reasoning and action.
DARPA Agent Markup Language,13,"Much of the work in DAML has now been incorporated into RDF Schema, the OWL and their successor languages and technologies including schema.org"
De Legibus,0,The De Legibus (On the Laws) is a dialogue written by Marcus Tullius Cicero during the last years of the Roman Republic.
De Legibus,1,"It bears the same name as Plato ’s famous dialogue, The Laws."
De Legibus,2,"Unlike his previous work de re publica, in which Cicero felt compelled to set the action in the times of Scipio Africanus Minor, Cicero wrote this work as a fictionalized dialogue between himself, his brother Quintus and their mutual friend Titus Pomponius Atticus."
De Legibus,3,The dialogue begins with the trio taking a leisurely stroll through Cicero's familial estate at Arpinum and they begin to discuss how the laws should be.
De Legibus,4,Cicero uses this as a platform for expounding on his theories of natural law of harmony among the classes.
De Legibus,5,"The three remaining books (out of an indeterminate number, although Jonathan Powell and Niall Rudd in their translation for Oxford seem to argue that it may have been six, to bring it in line with the number in de re publica), in order, expound on Cicero's beliefs in Natural Law, recasts the religious laws of Rome (in reality a rollback to the religious laws under the king Numa Pompilius) and finally talk of his proposed reforms to the Roman Constitution."
De Legibus,6,Whether or not the work was meant as an earnest plan of action is unknown.
De Legibus,7,"Cicero's basic conservative and traditionalist beliefs led him to imagine an idealized Rome before the Gracchi, with the classes still in harmony."
De Legibus,8,"From there, he reformed the worst points of the Roman constitution, while keeping the majority of it."
De Legibus,9,"Cicero's proposed constitution in Book Three must be seen as a renovation of the existing order, not a call to shatter the order and build anew."
De Legibus,10,"However, less than a decade after the accepted date for his beginning the manuscript, Julius Caesar crossed the Rubicon, launching the civil war that would end the Republic."
Wakusei Robo Danguard Ace,0,", also known as Force Five: Dangard Ace in the United States, is a Japanese science fiction anime series created by Leiji Matsumoto with Dan Kobayashi."
Wakusei Robo Danguard Ace,1,"It was licensed by Jim Terry Productions, as part of the Force Five promotion, as "" Dangard Ace ""."
Wakusei Robo Danguard Ace,2,"English dialog was written for re - dubbing by Lynn Garrison, who then combined episodes into a feature length presentation."
Wakusei Robo Danguard Ace,3,This series gained a cult following on the Showtime network during the 1980s.
Wakusei Robo Danguard Ace,4,"The titular robot also appeared in Marvel Comics'Shogun Warriors series, as well as in the eponymous toy line."
Wakusei Robo Danguard Ace,5,"In 2009, William Winckler Productions produced three all - new English dubbed movie versions edited from the original series."
Wakusei Robo Danguard Ace,6,"Winckler, known for Tekkaman the Space Knight, wrote, produced and directed these films, which have been seen on broadband in Japan."
Wakusei Robo Danguard Ace,7,Dangard Ace is Matsumoto's only contribution to Japan's ubiquitous giant robot genre.
Atanas Badev,0,Atanas Badev (Cyrillic: Атанас Бадев) (January 1860 – 21 September 1908) was a Bulgarian composer and music teacher.
Atanas Badev,1,"Badev was born in Prilep, Ottoman Empire, present day Republic of Macedonia."
Atanas Badev,2,"studied music in Moscow and St. Petersburg and was taught by, to mention a few, the great Russian composers Balakirev and Nikolai Rimsky - Korsakov."
Atanas Badev,3,"Apart from his choral adaptations of folk and children's songs, Badev is also the composer of The Liturgy of St. John Chrysostom (first published in Leipzig in 1898), one of the most significant works of this genre from the end of the 19th century."
Atanas Badev,4,He is considered an ethnic Macedonian in the Republic of Macedonia.
Atanas Badev,5,"He died at Sofia, Bulgaria."
"Herman VI, Margrave of Baden",0,Herman VI (c. 1226 – 4 October 1250) was Margrave of Baden and titular margrave of Verona from 1243 until his death.
"Herman VI, Margrave of Baden",1,"A descendant of the Swabian House of Zähringen, he was the son of Margrave Herman V and Irmengard, daughter of Count Palatine Henry V of the Rhine."
"Herman VI, Margrave of Baden",2,He succeeded his father in Baden on 16 January 1243.
"Herman VI, Margrave of Baden",3,"In 1248, he married Gertrude of Austria, the niece of the last male member of the Babenberg dynasty, Duke Frederick II of Austria (1230 – 1246), and on the basis of that marriage claimed the duchies of Austria and Styria, leaving the rule over Baden to his younger brother Rudolf."
"Herman VI, Margrave of Baden",4,"However, he had a mighty rival in King Ottokar II of Bohemia, who in 1252 married Frederick's sister Margaret to legitimize his claims."
"Herman VI, Margrave of Baden",5,"According to the Privilegium Minus issued by Emperor Frederick Barbarossa in 1156, the Austrian lands could be bequeathed in the female line, and Herman even obtained the explicit consent by Pope Innocent IV."
"Herman VI, Margrave of Baden",6,"Nevertheless, the margrave and his son Frederick could not establish themselves in Austria and Styria against the resistance of the local nobility, who preferred Ottokar."
"Herman VI, Margrave of Baden",7,"Both rivals finally did not prevail, as the duchies were seized as reverted fiefs by the Habsburg king Rudolph I of Germany after Ottokar's death at the Battle on the Marchfeld in 1278."
Wild Wadi Water Park,0,"The Wild Wadi Water Park is an outdoor water park in Dubai, United Arab Emirates."
Wild Wadi Water Park,1,"Situated in the area of Jumeirah, next to the Burj Al Arab and the Jumeirah Beach Hotel, the water park is operated by Jumeirah International, a Dubai - based hotelier."
Wild Wadi Water Park,2,"Wild Wadi has a heated / cooled wave pool, multiple water slides and two artificial surfing machines."
Wild Wadi Water Park,3,"In addition, the park had the largest water slide outside of North America, but it has since been removed to make space for two other rides."
Wild Wadi Water Park,4,Another feature of the park is an waterfall that goes off every ten minutes.
Wild Wadi Water Park,5,"The water park also has two gift shops, three restaurants and two snack stands."
Wild Wadi Water Park,6,"It was featured in The Amazing Race 5 and The Amazing Race Asia 1, in which teams had to slide down a drop."
Wild Wadi Water Park,7,"It was later featured in The Amazing Race Australia 2, but instead, the teams had to ride the Surf Machine and use boogie boards to surf their way to the end where they got their next clue."
Bruno Kramm,0,"Bruno Kramm (born 13 October 1967, in Munich) is a German musician, known for programming, playing synthesizers and keyboards, co - fronting and performing backup vocals for the electro - industrial duo Das Ich, alongside Stefan Ackermann."
Bruno Kramm,1,"Kramm is a multi - instrumentalist, singer - songwriter and founder of the German goth club, "" Generation Gothic ""."
Bruno Kramm,2,He is also a record producer for a number of musical projects.
Bruno Kramm,3,"Known for his iconic "" devil - horn hair "", Kramm sports a dark outfit during performances in Das Ich, often being significantly more "" made - up "" than vocalist Ackermann."
Bruno Kramm,4,"His vocals tend to bring up a deeper and more intense feel that contrast Stefan's fast - paced and shrill, exciting voice."
Bruno Kramm,5,Bruno Kramm was an active member of the Pirate Party Germany and has been appointed by its board as federal commissioner on copyright issues.
Bruno Kramm,6,"On the 22nd of April 2016, Bruno Kramm was arrested by the German police for reading a poem written by comedian Jan Boehmermann ridiculing Turkish President Recep Tayyip Erdogan."
Bruno Kramm,7,In September 2016 Kramm stepped down as party chairman and rejoined Alliance'90/The Greens.
Bruno Kramm,8,"He said shortly after he never intended to join the Green Party, he is still a member of Pirate Party and it was all part of a "" Hack "" to win a court case."
Absalom Shade Allan,0,"Absalom Shade Allan (November 26, 1843 – February 1, 1928) was an Ontario merchant and political figure."
Absalom Shade Allan,1,He represented Wellington West in the Legislative Assembly of Ontario as a Liberal member from 1886 to 1894.
Absalom Shade Allan,2,"He was born near Preston, Canada West in 1843, the son of Alexander Allan, who came from Aberdeen, Scotland."
Absalom Shade Allan,3,His uncle Absalom Shade founded Galt.
Absalom Shade Allan,4,"Allan was educated in Preston, Elora and Toronto."
Absalom Shade Allan,5,He taught school and then worked as a bookkeeper in Elora.
Absalom Shade Allan,6,"In 1868, he moved to the village of Clifford, where he opened a general store."
Absalom Shade Allan,7,He married Kate Bullock in 1871.
Absalom Shade Allan,8,Allan served as the first reeve for Clifford and was warden for Wellington County from 1884 to 1885.
Absalom Shade Allan,9,He was also a justice of the peace.
Absalom Shade Allan,10,"Allan served as master in the local Masonic lodge and was a member of the Presbyterian church, serving for a time as superintendent of the village Sunday school."
Absalom Shade Allan,11,"In 1893, he helped draft a Children's Protection Act."
Absalom Shade Allan,12,He was defeated in the 1894 election.
Absalom Shade Allan,13,"In 1901, Allan was appointed sheriff for Wellington County and he moved to Guelph."
Hauka,0,The Hauka movement was a religious movement which arose in French Colonial Africa.
Hauka,1,"It consisted of ceremonies, including mimicry and dancing, in which the participants performed the elaborate military ceremonies of their colonial occupiers."
Hauka,2,"It was depicted in Les Maîtres Fous (The Mad Masters – 1955), a short film directed by Jean Rouch, a well - known French film director and ethnologist."
Hauka,3,"According to some anthropologists, the movement was a form of resistance that began in Niger, but spread to other parts of Africa."
Hauka,4,"According to some anthropologists, this pageant, though historic, was largely done to mock their authority by stealing their powers."
Hauka,5,"Hauka members were not trying to emulate Europeans, but were trying to extract their life force."
Hauka,6,"This stance has been heavily criticized by anthropologist James G. Ferguson, who finds this imitation not about importing colonialism into indigenous culture, but as a way to gain rights and status in the colonial society."
Hauka,7,"The adoption of European customs was not a form of resistance, but to be “ respected by the Europeans. ”"
The Mambo Kings (soundtrack),0,"The soundtrack to The Mambo Kings is a solid effort that effectively conveys the atmosphere inherent in the film, which was based on Oscar Hijuelos ’s Pulitzer Prize - winning novel, The Mambo Kings Play Songs of Love."
The Mambo Kings (soundtrack),1,"Assembled here is a selection of mambos, rumbas, boleros and cha cha chas performed by stellar artists of the Latin scene including Tito Puente, Celia Cruz, Benny Moré, Johnny Pacheco and Arturo Sandoval mixed with well - known performers with roots in the form like Linda Ronstadt and Los Lobos."
The Mambo Kings (soundtrack),2,"Besides this, the Mambo All - Stars are a high energy dance band composed of top studio sidemen from New York City and Los Angeles."
The Mambo Kings (soundtrack),3,"With only a couple of exceptions, the tracks were cut specially for the film and as such, add a novel, accurately reflecting the Cuban music sound of the 1950s."
The Mambo Kings (soundtrack),4,"The 2000 Elektra updated edition adds a remix of Tito Puente's "" Ran Kan Kan "" by Olga Tañón and a rendition of "" Beautiful Maria of My Soul "" featuring Antonio Banderas and legendary crooner Compay Segundo of Buena Vista Social Club fame."
Yeshiva Rabbi Chaim Berlin,0,"Yeshiva Rabbi Chaim Berlin or Yeshivas Rabbeinu Chaim Berlin, () is an American Haredi Lithuanian - type boys'and men's yeshiva located in Brooklyn, New York."
Yeshiva Rabbi Chaim Berlin,1,"Established in 1904 as Yeshiva Tiferes Bachurim, it is the oldest yeshiva in Kings County."
Yeshiva Rabbi Chaim Berlin,2,"At the suggestion of Meir Berlin (Bar - Ilan), it was renamed for his brother, Chaim Berlin, the chief rabbi of Moscow who had moved to Jerusalem and was one of its leading rabbis at the time of his death."
Yeshiva Rabbi Chaim Berlin,3,"Current enrollment is close to two thousand students including preschool, elementary school, yeshiva ketana, a high school mesivta, a college - level beth midrash, and Kollel Gur Aryeh, its post - graduate kollel division."
Permanent representative,0,A permanent representative is a diplomat who is the head of a country ’s diplomatic mission to an international organisation.
Permanent representative,1,"Organizations that receive permanent representatives from their member states include the United Nations, the World Trade Organization, NATO, the European Union, the Organisation of Islamic Cooperation, and the Organization of American States."
Permanent representative,2,Permanent representatives can be sent to subunits or field offices of an organization.
Permanent representative,3,"For example, in addition to the permanent representatives sent to the United Nations headquarters in New York City, UN member states also appoint permanent representatives to other UN offices, such as those in Geneva, Nairobi, and Vienna."
Permanent representative,4,Permanent representatives are often informally described as ambassadors.
Permanent representative,5,"However, although a permanent representative typically holds the diplomatic rank of an ambassador, because he or she is accredited to an international organisation the official title is permanent representative."
Permanent representative,6,"For example, the United States Ambassador to the United Nations is technically called the Permanent Representative to the UN, even though he or she is widely referred to as an ambassador."
Permanent representative,7,"Diplomatic representatives of the Pope are titled apostolic nuncio or papal nuncio, which is equivalent to permanent representative."
Permanent representative,8,"Some international organizations, such as UNESCO, use the title permanent delegate to refer to the head of a diplomatic mission accredited to them."
Olga Shatunovskaya,0,"Olga Grigoryevna Shatunovskaya (; 1901, Baku – 1990) was a member of Shvernik Commission created by Nikita Khrushchev to investigate Stalin's crimes."
Olga Shatunovskaya,1,Shatunovskaya became a Communist party member when she was 16.
Olga Shatunovskaya,2,She worked at the party's Baku organization since 1919.
Olga Shatunovskaya,3,"During the 1930 - 1950s she was a prisoner of Stalinist regime, then she became a member of the Soviet Commission of Party Control, and head of a special commission on rehabilitation."
Olga Shatunovskaya,4,She was the chief - investigator of the Kirov murder.
Olga Shatunovskaya,5,Shatunovskaya was honored with the highest Soviet medals.
Olga Shatunovskaya,6,"Her memoirs, recorded by her children and grandchildren, were turned into a book by philosopher and essayist Grigory Pomerants under the title Sledstvie vedet katorzhanka [Investigation led by convict], published in 2004."
Fanny Rabel,0,"Fanny Rabel (August 27, 1922 in Poland – November 25, 2008 in Mexico City), born Fanny Rabinovich, was a Polish - born Mexican artist who is considered to be the first modern female muralist and one of the youngest associated with the Mexican muralism of the early to mid 20th century."
Fanny Rabel,1,"She and her family arrived to Mexico in 1938 from Europe and she studied art at the Escuela Nacional de Pintura, Escultura y Grabado "" La Esmeralda "", where she met and became friends with Frida Kahlo."
Fanny Rabel,2,She became the only female member of “ Los Fridos ” a group of students under Kahlo ’s tutelage.
Fanny Rabel,3,"She also worked as an assistant and apprentice to Diego Rivera and David Alfaro Siqueiros, painting a number of murals of her own during her career."
Fanny Rabel,4,The most important of this is Ronda en el tiempo at the Museo Nacional de Antropología in Mexico City.
Fanny Rabel,5,"She also created canvases and other works, with children often featured in her work and one of the first of her generation to work with ecological themes in a series of works begun in 1979."
Johan Peter Falk,0,Johan Peter Falk (26 November 1732 – 31 March 1774) was a Swedish botanist and an apostle of Carl Linnaeus.
Johan Peter Falk,1,"His first name is sometimes spelled "" Johann ""; his middle name is sometimes spelled "" Pehr ""; and his last name is sometimes spelled "" Falck ""."
Johan Peter Falk,2,"Falk was born in Broddetorp, Västergötland."
Johan Peter Falk,3,He studied at the University of Uppsala under Carl Linnaeus.
Johan Peter Falk,4,"Falk travelled to St Petersburg, and participated in the Russian expedition (1768–1774) organised by the German scientist Peter Simon Pallas."
Johan Peter Falk,5,Falk took his own life in Kazan.
Johan Peter Falk,6,Falk's notes were published in Germany as Beyträge zur topgraphischen Kentniss des russischen Reichs I.III (1785 – 1786).
Johan Peter Falk,7,They were edited by Johann Gottlieb Georgi.
Wanna Be a Star,0,"Wanna Be a Star is the ninth album by the Canadian rock band Chilliwack, released in September 1981."
Wanna Be a Star,1,"At this point, the band had collapsed into a trio, without a full - time drummer, but leader Bill Henderson and guitarist / keyboardist / drummer Brian MacLeod had become a powerful songwriting team during the interim."
Wanna Be a Star,2,"The single release "" My Girl (Gone, Gone, Gone) "" became the group's first hit since the 1979 collapse of their former label Mushroom Records, reaching # 1 in Canada and giving Chilliwack their U.S. Top 40 breakthrough peaking at # 22 on the Billboard Hot 100: "" My Girl (Gone, Gone, Gone) "" also gave Chilliwack their only evident chart item outside North America reaching # 57 in Australia with a disproportionately long chart run of 28 weeks."
Wanna Be a Star,3,"The success of "" My Girl (Gone, Gone, Gone) "" led to a touring version of Chilliwack re - forming."
Wanna Be a Star,4,"The album's second single: "" I Believe "", released in early 1982, was also a Top 10 Canadian hit and returned Chilliwack to the U.S. Top 40 at # 33."
Wanna Be a Star,5,"Overall the album is something of a concept album about the "" rock and roll "" lifestyle and the pursuit of fame."
Wanna Be a Star,6,"The leadoff track "" Sign Here "" is a reference to Chilliwack's new quest for mainstream success, tempered by their brush with fame on Mushroom."
Wanna Be a Star,7,"This was the first album they recorded with Solid Gold Records in Canada, a new Toronto - based label."
Battle of Ager Falernus,0,The Battle of Ager Falernus (or the Battle of the Falernian Territory) was a skirmish during the Second Punic War between the armies of Rome and Carthage.
Battle of Ager Falernus,1,"After winning the Battle of Lake Trasimene in Italy in 217 BC, the army commanded by Hannibal marched south and reached Campania."
Battle of Ager Falernus,2,"The Carthaginians ultimately moved into the district of Falernum, a fertile river valley surrounded by mountains."
Battle of Ager Falernus,3,"Quintus Fabius Maximus Verrucosus, who had been elected Roman dictator and commander of the Roman field forces after the disastrous defeat at Trasimene, had dogged Hannibal and stuck to a strategy to fight only under favourable conditions (Fabian Strategy)."
Battle of Ager Falernus,4,"He now occupied all the river crossings and mountain passes leading out of the valley, thus blocking the Carthaginians inside."
Battle of Ager Falernus,5,"After stripping the area of grain, cattle and other supplies, Hannibal displayed brilliant tactics to provoke the Roman guard to leave one of the passes."
Battle of Ager Falernus,6,"Despite the protests of his staff officers Fabius, who was camped near the pass with his main forces, refused to attack the Carthaginian army and it escaped the trap unscathed."
Desperate Souls,0,""" Desperate Souls "" is the eighth episode of the first season of the American Fairy Tale / Drama television series Once Upon a Time."
Desperate Souls,1,"It was written by consulting producer Jane Espenson, and was directed by Michael Waxman."
Desperate Souls,2,"Espenson wrote it to give viewers some "" crucial facts "" about Rumpelstiltskin's origins."
Desperate Souls,3,"Guest stars included Brad Dourif, Giancarlo Esposito, Beverley Elliott, Ty Olsson, Meghan Ory, and Dylan Schmid."
Desperate Souls,4,"The series takes place in the fictional seaside town of Storybrooke, Maine, in which the residents are actually characters from various fairy tales that were transported to the "" real world "" town by a powerful curse."
Desperate Souls,5,"In this episode, Emma Swan (Jennifer Morrison) runs for Sheriff against Regina's (Lana Parrilla) candidate, Sidney Glass (Esposito)."
Desperate Souls,6,"Meanwhile, in the episode's flashbacks, Rumpelstiltskin's (Robert Carlyle) backstory is revealed."
Desperate Souls,7,""" Desperate Souls "" first aired in the United States on ABC on January 8, 2012."
Desperate Souls,8,"Its broadcast was watched by an estimated 10.35 million viewers, a 29 percent increase from the previous episode."
Desperate Souls,9,"Television critics gave mostly positive reviews to the episode; most praised Carlyle's performance, but one noted that the storytelling was beginning to "" feel stale. """
Inchbonnie,0,Inchbonnie is a rural locality in the West Coast region of New Zealand's South Island.
Inchbonnie,1,""" Inchbonnie "" is a hybrid of Lowland Scots, bonnie meaning "" pretty "" and Scottish Gaelic innis meaning island, often anglicised as "" Inch "", as in Inchkeith or Inchkenneth in Scotland."
Inchbonnie,2,It allegedly receives of rain a year.
Inchbonnie,3,It is located on the north bank of the Taramakau River and is just to the south of Lake Poerua.
Inchbonnie,4,"State Highway 73 and the Midland Line railway both pass through Inchbonnie, though the TranzAlpine passenger train does not stop."
Inchbonnie,5,"On 17 March 2006, Inchbonnie was the location for the release of insects in an attempt to eradicate the ragwort weed from the West Coast."
Samuel G. Freedman,0,Samuel G. Freedman is an American author and journalist and currently a professor at the Columbia University Graduate School of Journalism.
Samuel G. Freedman,1,"He has authored six nonfiction books, including Who She Was: A Son's Search for His Mother's Life, a book about his mother's life as a teenager and young woman, and Letters to a Young Journalist."
Samuel G. Freedman,2,"Freedman has also won the National Jewish Book Award in 2000 in the Non - Fiction category for Jew vs. Jew: The Struggle for the Soul of American Jewry, and his book The Inheritance: How Three Families Moved from Roosevelt to Reagan and Beyond was a finalist for the 1997 Pulitzer Prize."
Samuel G. Freedman,3,"Additionally, he currently writes The New York Times column "" On Religion "" and formerly wrote The Jerusalem Post column "" In the Diaspora. """
Samuel G. Freedman,4,"His latest book, Breaking the Line: The Season in Black College Football That Transformed the Sport and Changed the Course of Civil Rights, was published in New York, in August 2013 by Simon & Schuster."
